,Index,Date,neg,neu,pos,compound
11124,CTSH,2021-02-02,0.0,1.0,0.0,0.0
11125,CTSH,2021-02-02,0.0,0.543,0.457,0.4939
11126,CTSH,2021-01-29,0.0,1.0,0.0,0.0
11127,CTSH,2021-01-29,0.0,0.816,0.184,0.2023
11128,CTSH,2021-01-28,0.0,1.0,0.0,0.0
11129,CTSH,2021-01-21,0.0,1.0,0.0,0.0
11130,CTSH,2021-01-20,0.0,0.602,0.398,0.6486
11131,CTSH,2021-01-19,0.0,0.714,0.286,0.4939
11132,CTSH,2021-01-13,0.0,1.0,0.0,0.0
11133,CTSH,2021-01-11,0.0,1.0,0.0,0.0
11134,CTSH,2021-01-10,0.0,1.0,0.0,0.0
11135,CTSH,2021-01-10,0.223,0.625,0.152,-0.2023
11136,CTSH,2021-01-07,0.0,1.0,0.0,0.0
11137,CTSH,2021-01-05,0.0,1.0,0.0,0.0
11138,CTSH,2020-12-22,0.0,0.753,0.247,0.3182
11139,CTSH,2020-12-21,0.0,0.714,0.286,0.4939
11140,CTSH,2020-12-21,0.0,0.763,0.237,0.4767
11141,CTSH,2020-12-14,0.0,0.674,0.326,0.4404
11142,CTSH,2020-12-11,0.0,0.686,0.314,0.6705
11143,CTSH,2020-12-11,0.0,0.876,0.124,0.1779
11144,CTSH,2020-11-17,0.0,0.769,0.231,0.5423
11145,CTSH,2020-11-13,0.089,0.633,0.278,0.4588
11146,CTSH,2020-11-12,0.0,0.874,0.126,0.0772
11147,CTSH,2020-11-11,0.0,0.563,0.437,0.8074
11148,CTSH,2020-11-03,0.0,0.841,0.159,0.1779
11149,CTSH,2020-10-30,0.0,1.0,0.0,0.0
11150,CTSH,2020-10-29,0.0,1.0,0.0,0.0
11151,CTSH,2020-10-29,0.0,0.825,0.175,0.1779
11152,CTSH,2020-10-28,0.0,0.795,0.205,0.2023
11153,CTSH,2020-10-28,0.0,1.0,0.0,0.0
11154,CTSH,2020-10-28,0.0,0.805,0.195,0.1779
11155,CTSH,2020-10-27,0.0,0.792,0.208,0.2732
11156,CTSH,2020-10-23,0.0,0.934,0.066,0.1779
11157,CTSH,2020-10-23,0.0,1.0,0.0,0.0
11158,CTSH,2020-10-23,0.0,0.625,0.375,0.6369
11159,CTSH,2020-10-22,0.0,0.789,0.211,0.34
11160,CTSH,2020-10-22,0.0,1.0,0.0,0.0
11161,CTSH,2020-10-22,0.0,0.667,0.333,0.6705
11162,CTSH,2020-10-21,0.0,1.0,0.0,0.0
11163,CTSH,2020-10-15,0.0,0.656,0.344,0.6369
11164,CTSH,2020-10-12,0.0,0.636,0.364,0.6486
11165,CTSH,2020-10-02,0.0,1.0,0.0,0.0
11166,CTSH,2020-09-22,0.0,1.0,0.0,0.0
11167,CTSH,2020-09-16,0.0,0.676,0.324,0.5859
11168,CTSH,2020-09-09,0.0,1.0,0.0,0.0
11169,CTSH,2020-09-02,0.0,1.0,0.0,0.0
11170,CTSH,2020-09-02,0.0,1.0,0.0,0.0
11171,CTSH,2020-09-01,0.0,1.0,0.0,0.0
11172,CTSH,2020-08-28,0.0,1.0,0.0,0.0
11173,CTSH,2020-08-28,0.0,1.0,0.0,0.0
11174,CTSH,2020-08-25,0.0,0.813,0.187,0.3182
11175,CTSH,2020-08-17,0.0,0.866,0.134,0.1779
11176,CTSH,2020-08-13,0.0,1.0,0.0,0.0
11177,CTSH,2020-08-10,0.0,1.0,0.0,0.0
11178,CTSH,2020-08-10,0.0,0.702,0.298,0.7351
11179,CTSH,2020-08-04,0.0,1.0,0.0,0.0
11180,CTSH,2020-07-30,0.0,0.753,0.247,0.3182
11181,CTSH,2020-07-30,0.0,0.825,0.175,0.1779
11182,CTSH,2020-07-30,0.0,0.769,0.231,0.34
11183,CTSH,2020-07-29,0.0,0.795,0.205,0.2023
11184,CTSH,2020-07-29,0.0,1.0,0.0,0.0
11185,CTSH,2020-07-29,0.0,1.0,0.0,0.0
11186,CTSH,2020-07-29,0.0,1.0,0.0,0.0
11187,CTSH,2020-07-29,0.0,1.0,0.0,0.0
11188,CTSH,2020-07-28,0.0,1.0,0.0,0.0
11189,CTSH,2020-07-28,0.0,1.0,0.0,0.0
11190,CTSH,2020-07-27,0.0,1.0,0.0,0.0
11191,CTSH,2020-07-27,0.236,0.569,0.195,-0.128
11192,CTSH,2020-07-23,0.0,0.682,0.318,0.4215
11193,CTSH,2020-07-22,0.0,1.0,0.0,0.0
11194,CTSH,2020-07-21,0.0,0.769,0.231,0.3818
11195,CTSH,2020-07-16,0.0,0.795,0.205,0.2023
11196,CTSH,2020-07-15,0.0,1.0,0.0,0.0
11197,CTSH,2020-07-15,0.242,0.758,0.0,-0.4939
11198,CTSH,2020-07-13,0.0,0.876,0.124,0.1779
11199,CL,2021-04-16,0.0,1.0,0.0,0.0
11200,CL,2021-04-13,0.0,0.587,0.413,0.7456
11201,CL,2021-04-10,0.0,0.745,0.255,0.34
11202,CL,2021-04-09,0.0,0.43,0.57,0.6486
11203,CL,2021-03-30,0.0,0.82,0.18,0.296
11204,CL,2021-03-22,0.0,1.0,0.0,0.0
11205,CL,2021-03-22,0.0,0.833,0.167,0.2023
11206,CL,2021-03-18,0.344,0.469,0.187,-0.25
11207,CL,2021-03-18,0.0,1.0,0.0,0.0
11208,CL,2021-03-13,0.0,0.838,0.162,0.4019
11209,CL,2021-03-12,0.0,0.659,0.341,0.4767
11210,CL,2021-03-12,0.0,1.0,0.0,0.0
11211,CL,2021-03-11,0.0,1.0,0.0,0.0
11212,CL,2021-03-11,0.0,0.526,0.474,0.6597
11213,CL,2021-03-11,0.0,1.0,0.0,0.0
11214,CL,2021-03-11,0.0,0.588,0.412,0.6369
11215,CL,2021-03-09,0.0,0.588,0.412,0.7902
11216,CL,2021-03-05,0.0,0.833,0.167,0.2023
11217,CL,2021-03-05,0.455,0.545,0.0,-0.3612
11218,CL,2021-02-28,0.0,0.591,0.409,0.765
11219,CL,2021-02-28,0.0,1.0,0.0,0.0
11220,CL,2021-02-18,0.0,1.0,0.0,0.0
11221,CL,2021-02-13,0.0,1.0,0.0,0.0
11222,CL,2021-02-13,0.0,1.0,0.0,0.0
11223,CL,2021-02-09,0.0,1.0,0.0,0.0
11224,CL,2021-02-06,0.0,1.0,0.0,0.0
11225,CL,2021-02-01,0.0,1.0,0.0,0.0
11226,CL,2021-02-01,0.0,0.661,0.339,0.6249
11227,CL,2021-02-01,0.278,0.444,0.278,0.0
11228,CL,2021-02-01,0.353,0.279,0.368,0.0688
11229,CL,2021-01-30,0.164,0.703,0.133,-0.1027
11230,CL,2021-01-29,0.0,1.0,0.0,0.0
11231,CL,2021-01-29,0.0,1.0,0.0,0.0
11232,CL,2021-01-29,0.0,1.0,0.0,0.0
11233,CL,2021-01-29,0.388,0.612,0.0,-0.4215
11234,CL,2021-01-29,0.0,1.0,0.0,0.0
11235,CL,2021-01-29,0.0,1.0,0.0,0.0
11236,CL,2021-01-29,0.0,1.0,0.0,0.0
11237,CL,2021-01-28,0.135,0.865,0.0,-0.1027
11238,CL,2021-01-28,0.0,1.0,0.0,0.0
11239,CL,2021-01-26,0.0,1.0,0.0,0.0
11240,CL,2021-01-22,0.0,1.0,0.0,0.0
11241,CL,2021-01-20,0.0,1.0,0.0,0.0
11242,CL,2021-01-17,0.0,1.0,0.0,0.0
11243,CL,2021-01-14,0.0,1.0,0.0,0.0
11244,CL,2021-01-13,0.0,0.828,0.172,0.4019
11245,CL,2021-01-08,0.0,0.818,0.182,0.25
11246,CL,2021-01-06,0.244,0.756,0.0,-0.4404
11247,CL,2021-01-06,0.0,1.0,0.0,0.0
11248,CL,2021-01-05,0.118,0.63,0.252,0.4019
11249,CL,2021-01-04,0.278,0.444,0.278,0.0
11250,CL,2020-12-31,0.0,0.6,0.4,0.4588
11251,CL,2020-12-30,0.0,1.0,0.0,0.0
11252,CL,2020-12-28,0.385,0.615,0.0,-0.3612
11253,CL,2020-12-14,0.0,0.674,0.326,0.4404
11254,CL,2020-12-10,0.0,0.76,0.24,0.6249
11255,CL,2020-12-09,0.0,1.0,0.0,0.0
11256,CL,2020-12-03,0.246,0.593,0.161,-0.25
11257,CL,2020-12-01,0.0,1.0,0.0,0.0
11258,CL,2020-12-01,0.0,1.0,0.0,0.0
11259,CL,2020-11-29,0.0,1.0,0.0,0.0
11260,CL,2020-11-24,0.0,1.0,0.0,0.0
11261,CL,2020-11-19,0.0,1.0,0.0,0.0
11262,CL,2020-11-18,0.0,1.0,0.0,0.0
11263,CL,2020-11-18,0.0,1.0,0.0,0.0
11264,CL,2020-11-18,0.0,0.878,0.122,0.2023
11265,CL,2020-11-10,0.0,1.0,0.0,0.0
11266,CL,2020-11-06,0.0,0.903,0.097,0.128
11267,CL,2020-11-04,0.0,0.786,0.214,0.4588
11268,CL,2020-11-03,0.0,0.812,0.188,0.4588
11269,CL,2020-11-01,0.0,0.561,0.439,0.5719
11270,CL,2020-11-01,0.0,0.707,0.293,0.4404
11271,CL,2020-10-30,0.0,1.0,0.0,0.0
11272,CL,2020-10-30,0.0,0.862,0.138,0.1531
11273,CL,2020-10-30,0.0,1.0,0.0,0.0
11274,CL,2020-10-30,0.0,1.0,0.0,0.0
11275,CL,2020-10-30,0.0,1.0,0.0,0.0
11276,CL,2020-10-30,0.0,1.0,0.0,0.0
11277,CL,2020-10-30,0.0,1.0,0.0,0.0
11278,CL,2020-10-26,0.0,0.803,0.197,0.4019
11279,CL,2020-10-26,0.0,0.833,0.167,0.2023
11280,CL,2020-10-23,0.0,1.0,0.0,0.0
11281,CL,2020-10-20,0.0,1.0,0.0,0.0
11282,CL,2020-10-16,0.0,1.0,0.0,0.0
11283,CL,2020-10-15,0.0,1.0,0.0,0.0
11284,CL,2020-10-07,0.0,0.661,0.339,0.6249
11285,CL,2020-10-05,0.0,1.0,0.0,0.0
11286,CL,2020-09-28,0.0,1.0,0.0,0.0
11287,CL,2020-09-28,0.0,1.0,0.0,0.0
11288,CL,2020-09-28,0.0,1.0,0.0,0.0
11289,CL,2020-09-25,0.0,1.0,0.0,0.0
11290,CL,2020-09-24,0.0,0.708,0.292,0.5106
11291,CL,2020-09-23,0.0,1.0,0.0,0.0
11292,CL,2020-09-23,0.0,0.708,0.292,0.5106
11293,CL,2020-09-22,0.0,1.0,0.0,0.0
11294,CL,2020-09-21,0.0,0.799,0.201,0.3089
11295,CL,2020-09-21,0.0,0.833,0.167,0.2023
11296,CL,2020-09-18,0.0,1.0,0.0,0.0
11297,CL,2020-09-17,0.0,1.0,0.0,0.0
11298,CL,2020-09-16,0.0,1.0,0.0,0.0
11299,CMCSA,2021-04-18,0.0,0.775,0.225,0.4404
11300,CMCSA,2021-04-16,0.0,1.0,0.0,0.0
11301,CMCSA,2021-04-16,0.0,1.0,0.0,0.0
11302,CMCSA,2021-04-16,0.128,0.872,0.0,-0.296
11303,CMCSA,2021-04-15,0.0,0.795,0.205,0.5574
11304,CMCSA,2021-04-15,0.0,0.748,0.252,0.4019
11305,CMCSA,2021-04-15,0.0,1.0,0.0,0.0
11306,CMCSA,2021-04-15,0.241,0.603,0.155,-0.25
11307,CMCSA,2021-04-14,0.0,1.0,0.0,0.0
11308,CMCSA,2021-04-14,0.0,0.903,0.097,0.128
11309,CMCSA,2021-04-13,0.0,1.0,0.0,0.0
11310,CMCSA,2021-04-09,0.0,1.0,0.0,0.0
11311,CMCSA,2021-04-09,0.139,0.861,0.0,-0.2732
11312,CMCSA,2021-04-08,0.0,1.0,0.0,0.0
11313,CMCSA,2021-04-08,0.0,1.0,0.0,0.0
11314,CMCSA,2021-04-08,0.0,0.857,0.143,0.4588
11315,CMCSA,2021-04-08,0.0,1.0,0.0,0.0
11316,CMCSA,2021-04-07,0.0,1.0,0.0,0.0
11317,CMCSA,2021-04-07,0.0,0.65,0.35,0.5106
11318,CMCSA,2021-04-06,0.0,0.809,0.191,0.3818
11319,CMCSA,2021-04-05,0.0,1.0,0.0,0.0
11320,CMCSA,2021-04-05,0.0,0.904,0.096,0.2023
11321,CMCSA,2021-04-04,0.0,1.0,0.0,0.0
11322,CMCSA,2021-04-04,0.0,1.0,0.0,0.0
11323,CMCSA,2021-04-03,0.0,0.705,0.295,0.5574
11324,CMCSA,2021-04-02,0.167,0.833,0.0,-0.1027
11325,CMCSA,2021-04-02,0.0,1.0,0.0,0.0
11326,CMCSA,2021-04-01,0.0,0.821,0.179,0.34
11327,CMCSA,2021-04-01,0.0,1.0,0.0,0.0
11328,CMCSA,2021-04-01,0.0,1.0,0.0,0.0
11329,CMCSA,2021-04-01,0.0,0.864,0.136,0.2247
11330,CMCSA,2021-04-01,0.0,1.0,0.0,0.0
11331,CMCSA,2021-03-31,0.0,0.769,0.231,0.2023
11332,CMCSA,2021-03-31,0.0,1.0,0.0,0.0
11333,CMCSA,2021-03-31,0.0,1.0,0.0,0.0
11334,CMCSA,2021-03-31,0.0,1.0,0.0,0.0
11335,CMCSA,2021-03-31,0.0,1.0,0.0,0.0
11336,CMCSA,2021-03-30,0.0,1.0,0.0,0.0
11337,CMCSA,2021-03-30,0.0,1.0,0.0,0.0
11338,CMCSA,2021-03-30,0.0,0.833,0.167,0.1531
11339,CMCSA,2021-03-30,0.0,1.0,0.0,0.0
11340,CMCSA,2021-03-30,0.0,0.664,0.336,0.368
11341,CMCSA,2021-03-30,0.0,1.0,0.0,0.0
11342,CMCSA,2021-03-29,0.0,0.8,0.2,0.128
11343,CMCSA,2021-03-29,0.0,1.0,0.0,0.0
11344,CMCSA,2021-03-29,0.0,1.0,0.0,0.0
11345,CMCSA,2021-03-29,0.0,1.0,0.0,0.0
11346,CMCSA,2021-03-29,0.0,0.903,0.097,0.128
11347,CMCSA,2021-03-29,0.0,0.58,0.42,0.4404
11348,CMCSA,2021-03-26,0.364,0.636,0.0,-0.6124
11349,CMCSA,2021-03-26,0.0,0.893,0.107,0.25
11350,CMCSA,2021-03-26,0.0,1.0,0.0,0.0
11351,CMCSA,2021-03-25,0.184,0.816,0.0,-0.4019
11352,CMCSA,2021-03-25,0.14,0.699,0.161,0.1027
11353,CMCSA,2021-03-25,0.0,0.821,0.179,0.34
11354,CMCSA,2021-03-25,0.079,0.842,0.079,0.0
11355,CMCSA,2021-03-24,0.13,0.7,0.17,0.1027
11356,CMCSA,2021-03-24,0.0,0.844,0.156,0.5719
11357,CMCSA,2021-03-24,0.0,1.0,0.0,0.0
11358,CMCSA,2021-03-24,0.0,0.803,0.197,0.5267
11359,CMCSA,2021-03-24,0.0,0.684,0.316,0.7184
11360,CMCSA,2021-03-22,0.0,1.0,0.0,0.0
11361,CMCSA,2021-03-20,0.0,1.0,0.0,0.0
11362,CMCSA,2021-03-20,0.0,1.0,0.0,0.0
11363,CMCSA,2021-03-19,0.0,1.0,0.0,0.0
11364,CMCSA,2021-03-18,0.0,0.927,0.073,0.0258
11365,CMCSA,2021-03-18,0.0,1.0,0.0,0.0
11366,CMCSA,2021-03-17,0.0,1.0,0.0,0.0
11367,CMCSA,2021-03-17,0.0,1.0,0.0,0.0
11368,CMCSA,2021-03-16,0.0,1.0,0.0,0.0
11369,CMCSA,2021-03-16,0.0,1.0,0.0,0.0
11370,CMCSA,2021-03-16,0.0,0.787,0.213,0.4019
11371,CMCSA,2021-03-15,0.268,0.732,0.0,-0.3182
11372,CMCSA,2021-03-15,0.0,0.704,0.296,0.6486
11373,CMCSA,2021-03-15,0.0,1.0,0.0,0.0
11374,CMCSA,2021-03-15,0.0,1.0,0.0,0.0
11375,CMCSA,2021-03-15,0.0,0.894,0.106,0.3818
11376,CMCSA,2021-03-14,0.0,1.0,0.0,0.0
11377,CMCSA,2021-03-14,0.0,1.0,0.0,0.0
11378,CMCSA,2021-03-11,0.0,0.76,0.24,0.6249
11379,CMCSA,2021-03-10,0.0,1.0,0.0,0.0
11380,CMCSA,2021-03-10,0.0,0.735,0.265,0.2023
11381,CMCSA,2021-03-10,0.0,0.794,0.206,0.3818
11382,CMCSA,2021-03-09,0.0,0.602,0.398,0.5106
11383,CMCSA,2021-03-09,0.0,0.828,0.172,0.3612
11384,CMCSA,2021-03-09,0.223,0.777,0.0,-0.3182
11385,CMCSA,2021-03-09,0.144,0.719,0.138,-0.0258
11386,CMCSA,2021-03-09,0.0,0.813,0.187,0.4404
11387,CMCSA,2021-03-08,0.133,0.696,0.171,0.1531
11388,CMCSA,2021-03-08,0.0,0.815,0.185,0.3612
11389,CMCSA,2021-03-08,0.0,1.0,0.0,0.0
11390,CMCSA,2021-03-06,0.141,0.649,0.211,0.3182
11391,CMCSA,2021-03-05,0.0,1.0,0.0,0.0
11392,CMCSA,2021-03-05,0.286,0.714,0.0,-0.5574
11393,CMCSA,2021-03-04,0.483,0.517,0.0,-0.6808
11394,CMCSA,2021-03-04,0.0,0.8,0.2,0.3612
11395,CMCSA,2021-03-04,0.143,0.857,0.0,-0.2498
11396,CMCSA,2021-03-03,0.0,1.0,0.0,0.0
11397,CMCSA,2021-03-03,0.0,1.0,0.0,0.0
11398,CMCSA,2021-03-02,0.0,1.0,0.0,0.0
11399,CMA,2021-04-15,0.0,0.738,0.262,0.4939
11400,CMA,2021-04-13,0.0,1.0,0.0,0.0
11401,CMA,2021-04-07,0.0,0.755,0.245,0.3818
11402,CMA,2021-03-31,0.0,0.588,0.412,0.4215
11403,CMA,2021-03-31,0.0,1.0,0.0,0.0
11404,CMA,2021-03-31,0.0,0.588,0.412,0.4215
11405,CMA,2021-03-31,0.348,0.652,0.0,-0.4939
11406,CMA,2021-03-29,0.0,1.0,0.0,0.0
11407,CMA,2021-03-24,0.351,0.649,0.0,-0.7579
11408,CMA,2021-03-19,0.0,0.605,0.395,0.8176
11409,CMA,2021-03-17,0.0,0.781,0.219,0.1027
11410,CMA,2021-03-15,0.0,0.734,0.266,0.7003
11411,CMA,2021-03-07,0.0,0.857,0.143,0.128
11412,CMA,2021-03-05,0.174,0.559,0.267,0.128
11413,CMA,2021-03-05,0.0,1.0,0.0,0.0
11414,CMA,2021-03-01,0.0,1.0,0.0,0.0
11415,CMA,2021-02-24,0.0,1.0,0.0,0.0
11416,CMA,2021-02-24,0.0,1.0,0.0,0.0
11417,CMA,2021-02-24,0.0,1.0,0.0,0.0
11418,CMA,2021-02-23,0.0,1.0,0.0,0.0
11419,CMA,2021-02-19,0.0,0.821,0.179,0.34
11420,CMA,2021-02-17,0.0,1.0,0.0,0.0
11421,CMA,2021-02-16,0.0,1.0,0.0,0.0
11422,CMA,2021-02-16,0.0,0.654,0.346,0.5719
11423,CMA,2021-02-10,0.0,0.823,0.177,0.4215
11424,CMA,2021-02-09,0.0,1.0,0.0,0.0
11425,CMA,2021-02-05,0.0,1.0,0.0,0.0
11426,CMA,2021-02-02,0.0,1.0,0.0,0.0
11427,CMA,2021-01-29,0.0,0.563,0.437,0.4767
11428,CMA,2021-01-29,0.0,0.816,0.184,0.2023
11429,CMA,2021-01-29,0.0,0.617,0.383,0.4767
11430,CMA,2021-01-29,0.0,1.0,0.0,0.0
11431,CMA,2021-01-28,0.0,1.0,0.0,0.0
11432,CMA,2021-01-26,0.0,1.0,0.0,0.0
11433,CMA,2021-01-22,0.0,0.859,0.141,0.2023
11434,CMA,2021-01-21,0.0,0.816,0.184,0.2023
11435,CMA,2021-01-21,0.0,1.0,0.0,0.0
11436,CMA,2021-01-21,0.0,0.784,0.216,0.296
11437,CMA,2021-01-20,0.0,1.0,0.0,0.0
11438,CMA,2021-01-20,0.0,0.776,0.224,0.3818
11439,CMA,2021-01-20,0.301,0.374,0.324,-0.1613
11440,CMA,2021-01-19,0.0,1.0,0.0,0.0
11441,CMA,2021-01-19,0.0,1.0,0.0,0.0
11442,CMA,2021-01-19,0.0,1.0,0.0,0.0
11443,CMA,2021-01-19,0.0,1.0,0.0,0.0
11444,CMA,2021-01-18,0.239,0.761,0.0,-0.296
11445,CMA,2021-01-10,0.0,1.0,0.0,0.0
11446,CMA,2021-01-08,0.0,0.895,0.105,0.4019
11447,CMA,2021-01-05,0.359,0.641,0.0,-0.4215
11448,CMA,2021-01-05,0.0,0.563,0.437,0.4767
11449,CMA,2021-01-05,0.0,1.0,0.0,0.0
11450,CMA,2020-12-24,0.0,0.815,0.185,0.3612
11451,CMA,2020-12-21,0.0,0.847,0.153,0.4019
11452,CMA,2020-12-21,0.0,0.756,0.244,0.4404
11453,CMA,2020-12-20,0.0,1.0,0.0,0.0
11454,CMA,2020-12-18,0.0,0.813,0.187,0.3182
11455,CMA,2020-12-17,0.0,0.861,0.139,0.3804
11456,CMA,2020-12-17,0.0,1.0,0.0,0.0
11457,CMA,2020-12-11,0.0,1.0,0.0,0.0
11458,CMA,2020-12-04,0.0,1.0,0.0,0.0
11459,CMA,2020-12-01,0.0,1.0,0.0,0.0
11460,CMA,2020-12-01,0.0,1.0,0.0,0.0
11461,CMA,2020-12-01,0.359,0.641,0.0,-0.4215
11462,CMA,2020-11-24,0.0,0.829,0.171,0.4767
11463,CMA,2020-11-20,0.0,1.0,0.0,0.0
11464,CMA,2020-11-18,0.0,1.0,0.0,0.0
11465,CMA,2020-11-13,0.0,0.692,0.308,0.5994
11466,CMA,2020-11-03,0.0,1.0,0.0,0.0
11467,CMA,2020-11-03,0.0,1.0,0.0,0.0
11468,CMA,2020-10-29,0.0,0.563,0.437,0.4767
11469,CMA,2020-10-29,0.0,1.0,0.0,0.0
11470,CMA,2020-10-29,0.0,0.588,0.412,0.4215
11471,CMA,2020-10-26,0.0,1.0,0.0,0.0
11472,CMA,2020-10-23,0.0,1.0,0.0,0.0
11473,CMA,2020-10-22,0.0,0.865,0.135,0.3612
11474,CMA,2020-10-22,0.231,0.769,0.0,-0.34
11475,CMA,2020-10-21,0.0,1.0,0.0,0.0
11476,CMA,2020-10-21,0.0,1.0,0.0,0.0
11477,CMA,2020-10-21,0.0,0.828,0.172,0.4019
11478,CMA,2020-10-20,0.0,1.0,0.0,0.0
11479,CMA,2020-10-20,0.0,1.0,0.0,0.0
11480,CMA,2020-10-20,0.0,1.0,0.0,0.0
11481,CMA,2020-10-20,0.0,1.0,0.0,0.0
11482,CMA,2020-10-20,0.0,1.0,0.0,0.0
11483,CMA,2020-10-19,0.0,1.0,0.0,0.0
11484,CMA,2020-10-16,0.0,0.847,0.153,0.2023
11485,CMA,2020-10-16,0.0,1.0,0.0,0.0
11486,CMA,2020-10-09,0.0,1.0,0.0,0.0
11487,CMA,2020-10-06,0.223,0.385,0.392,0.296
11488,CMA,2020-10-01,0.359,0.641,0.0,-0.4215
11489,CMA,2020-10-01,0.0,0.563,0.437,0.4767
11490,CMA,2020-10-01,0.0,1.0,0.0,0.0
11491,CMA,2020-09-30,0.0,0.656,0.344,0.4939
11492,CMA,2020-09-30,0.0,1.0,0.0,0.0
11493,CMA,2020-09-22,0.0,1.0,0.0,0.0
11494,CMA,2020-09-18,0.0,1.0,0.0,0.0
11495,CMA,2020-09-16,0.0,0.644,0.356,0.8074
11496,CMA,2020-09-10,0.0,1.0,0.0,0.0
11497,CMA,2020-09-10,0.0,0.7,0.3,0.7184
11498,CMA,2020-09-09,0.0,0.803,0.197,0.4019
11499,CAG,2021-04-16,0.0,1.0,0.0,0.0
11500,CAG,2021-04-16,0.0,0.535,0.465,0.6378
11501,CAG,2021-04-16,0.0,0.781,0.219,0.6369
11502,CAG,2021-04-12,0.0,1.0,0.0,0.0
11503,CAG,2021-04-10,0.0,0.671,0.329,0.5994
11504,CAG,2021-04-08,0.0,1.0,0.0,0.0
11505,CAG,2021-04-08,0.0,0.68,0.32,0.5106
11506,CAG,2021-04-08,0.0,1.0,0.0,0.0
11507,CAG,2021-04-08,0.0,0.775,0.225,0.4404
11508,CAG,2021-04-08,0.0,1.0,0.0,0.0
11509,CAG,2021-04-08,0.0,1.0,0.0,0.0
11510,CAG,2021-04-08,0.0,0.569,0.431,0.6486
11511,CAG,2021-04-08,0.0,1.0,0.0,0.0
11512,CAG,2021-04-08,0.0,0.645,0.355,0.5106
11513,CAG,2021-04-08,0.0,0.588,0.412,0.6369
11514,CAG,2021-04-08,0.0,0.763,0.237,0.4215
11515,CAG,2021-04-06,0.0,1.0,0.0,0.0
11516,CAG,2021-04-05,0.0,1.0,0.0,0.0
11517,CAG,2021-04-05,0.0,1.0,0.0,0.0
11518,CAG,2021-04-01,0.0,1.0,0.0,0.0
11519,CAG,2021-03-31,0.0,0.789,0.211,0.4939
11520,CAG,2021-03-26,0.259,0.741,0.0,-0.2732
11521,CAG,2021-03-25,0.174,0.826,0.0,-0.2732
11522,CAG,2021-03-23,0.0,1.0,0.0,0.0
11523,CAG,2021-03-16,0.0,1.0,0.0,0.0
11524,CAG,2021-03-12,0.0,0.833,0.167,0.3818
11525,CAG,2021-03-11,0.0,1.0,0.0,0.0
11526,CAG,2021-03-10,0.0,1.0,0.0,0.0
11527,CAG,2021-03-10,0.0,0.8,0.2,0.4588
11528,CAG,2021-03-10,0.0,1.0,0.0,0.0
11529,CAG,2021-03-10,0.0,1.0,0.0,0.0
11530,CAG,2021-03-10,0.0,1.0,0.0,0.0
11531,CAG,2021-03-10,0.0,1.0,0.0,0.0
11532,CAG,2021-03-10,0.0,1.0,0.0,0.0
11533,CAG,2021-03-08,0.0,1.0,0.0,0.0
11534,CAG,2021-03-06,0.0,0.794,0.206,0.3818
11535,CAG,2021-03-03,0.0,1.0,0.0,0.0
11536,CAG,2021-03-03,0.0,1.0,0.0,0.0
11537,CAG,2021-03-03,0.157,0.843,0.0,-0.3818
11538,CAG,2021-03-02,0.0,0.722,0.278,0.6597
11539,CAG,2021-03-01,0.0,0.743,0.257,0.5423
11540,CAG,2021-02-26,0.0,0.549,0.451,0.6249
11541,CAG,2021-02-25,0.0,0.732,0.268,0.6705
11542,CAG,2021-02-25,0.0,1.0,0.0,0.0
11543,CAG,2021-02-24,0.149,0.632,0.218,0.296
11544,CAG,2021-02-24,0.0,0.656,0.344,0.6369
11545,CAG,2021-02-24,0.0,1.0,0.0,0.0
11546,CAG,2021-02-19,0.0,1.0,0.0,0.0
11547,CAG,2021-02-18,0.266,0.506,0.228,-0.2263
11548,CAG,2021-02-18,0.0,1.0,0.0,0.0
11549,CAG,2021-02-17,0.0,1.0,0.0,0.0
11550,CAG,2021-02-16,0.0,1.0,0.0,0.0
11551,CAG,2021-02-15,0.0,0.889,0.111,0.128
11552,CAG,2021-02-14,0.0,1.0,0.0,0.0
11553,CAG,2021-02-12,0.2,0.8,0.0,-0.3612
11554,CAG,2021-02-11,0.0,1.0,0.0,0.0
11555,CAG,2021-02-11,0.231,0.769,0.0,-0.5574
11556,CAG,2021-02-10,0.0,1.0,0.0,0.0
11557,CAG,2021-02-10,0.0,0.876,0.124,0.1779
11558,CAG,2021-02-09,0.0,1.0,0.0,0.0
11559,CAG,2021-02-09,0.0,0.809,0.191,0.3818
11560,CAG,2021-02-07,0.0,1.0,0.0,0.0
11561,CAG,2021-02-06,0.0,1.0,0.0,0.0
11562,CAG,2021-02-04,0.0,1.0,0.0,0.0
11563,CAG,2021-02-03,0.0,0.625,0.375,0.6369
11564,CAG,2021-02-03,0.0,1.0,0.0,0.0
11565,CAG,2021-02-02,0.0,0.777,0.223,0.3182
11566,CAG,2021-02-01,0.0,1.0,0.0,0.0
11567,CAG,2021-02-01,0.0,1.0,0.0,0.0
11568,CAG,2021-01-28,0.0,1.0,0.0,0.0
11569,CAG,2021-01-27,0.0,0.783,0.217,0.5574
11570,CAG,2021-01-26,0.0,0.783,0.217,0.5574
11571,CAG,2021-01-25,0.0,1.0,0.0,0.0
11572,CAG,2021-01-23,0.0,0.8,0.2,0.3612
11573,CAG,2021-01-22,0.0,0.625,0.375,0.6369
11574,CAG,2021-01-16,0.0,0.656,0.344,0.4939
11575,CAG,2021-01-15,0.0,0.781,0.219,0.4215
